name,inhabitedSince,inhabitedUntil,name_local,civilizations,wikipedia,wikidata,link,desc,name.no,name.id,name.eo,name.bg,name.be,old_name,religion,denomination,name.ckb,description.hu,wiki.en,name.zh,inscription,historic.period,name.ka,description.de,name.ko,name.he3,url,access,layer,addr.city,name.ku,alt_name.ar,name.la,alt_name.el,website1,whc.inscription_date,whc.criteria,ref.whc,designation,name.ml,name.he1,name.ro,image_2,image_1,reference,name.hy,man_made,description.en,place,name.vi,name.tr,name.sl,name.pl,name.nl,name.mn,name.ja,name.fi,int_name,mapillary,alt_name.he,alt_name.en,name.hu,heritage,name.lt,historic.era,old_name.fr,image6,image5,image4,image2,wikipedia.en,start_date,site_type,short_name.cs,name.uk,name.sr,name.pt,name.it,name.es,name.ca,name.br,historic.civilization,alt_name.cs,name.en6,name.en5,name.he2,website,name.cs,name.en4,name.en3,natural,ele,name.ar1,name.en2,name.en1,image3,image1,image,description.he,description,name.fr,name.ar,name.he,name.en,name.ru,name.de,is_in,name.el,alt_name,name.pa,name.mr,name.kn,name.hi,name.gu,name.bn,wpt_description
בית גוברין,,,,,he:בית גוברין - מרשה,Q2407530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,בית גוברין - מרשה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beyt-Guvrin,,https://www.parks.org.il/reserve-park/%d7%92%d7%9f-%d7%9c%d7%90%d7%95%d7%9e%d7%99-%d7%91%d7%99%d7%aa-%d7%92%d7%95%d7%91%d7%a8%d7%99%d7%9f/,,Beit Jibrin,Beit Guvrin,,,,Beit Govrin,Bayt Jibrin,,,,,,Bet Guvrin-Maresha,,בית גוברין,Beit Guvrin,,,,,,,,,,,,
שרידי דרך רומית,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,שרידי דרך רומית,Roman Road Ruins,,,,,,,,,,,,
מקדש הנמרים,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/a/ab/IHM_מקדש_הנמרים_3.jpeg,https://upload.wikimedia.org/wikipedia/commons/8/83/IHM_מקדש_הנמרים_1.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/8/83/IHM_מקדש_הנמרים_2.jpeg,https://upload.wikimedia.org/wikipedia/commons/7/70/IHM_מקדש_הנמרים.jpeg,https://upload.wikimedia.org/wikipedia/commons/8/8e/Israel_Hiking_Map_%D7%9E%D7%A7%D7%93%D7%A9_%D7%94%D7%A0%D7%9E%D7%A8%D7%99%D7%9D.jpeg,אתר ארכאולוגי משוחזר ובו 12 נמרים/נמרות ופניהם מזרחה. הקבוצה הצפונית מקיפה יעל. ,אתר ארכאולוגי משוחזר ובו 12 נמרים/נמרות ופניהם מזרחה. הקבוצה הצפונית מקיפה יעל. ,,,מקדש הנמרים,,,,,,,,,,,,,
Archäologischer Park „Durch die Zeiten“,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,Jerusalem,,,,,,,,,,,,Parcul arheologic „Timpul”,,,,,,,,,,,,,,,,,,,,„Az időkön át” régészeti park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Archäologischer Park „Durch die Zeiten“,,,,,,,,,,
نفق بلعمة,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أثار,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
خان التجار,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gökçedere Höyüğü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kurdu Höyük,,,,,tr:Tell Kurdu Höyüğü,Q11036281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kibyra,,,,,tr:Kibyra,Q1643467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cibyra,,,,,,,
Hırka Höyüğü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kibyra Minor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בית ראס,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,בית ראס,beit ras,,,,,,,,,,,,
Tilkitepe Tümülüsü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bronze Age Statues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קתיסמה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kathisma,,,,,,,,,,,,,,,,,,,,,,,,,קתיסמה,Kathisma,,,,,,,,,,,,
קלעת אבו-מען,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,locality,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/9/9f/IHM_קלעת_אבו-מען_2.jpeg,,,,,,,,,,,,ottoman,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/5/53/IHM_קלעת_אבו-מען_1.jpeg,https://upload.wikimedia.org/wikipedia/commons/4/42/IHM_קלעת_אבו-מען.jpeg,"מצודה עות'מאנית מהמאה ה-17 הבנויה על הצוק ונסמכת גם על המערות הטבעיות בו.
במצודה גם שרידים לאתר יהודי קדום מתקופת המרד ברומאים","מצודה עות'מאנית מהמאה ה-17 הבנויה על הצוק ונסמכת גם על המערות הטבעיות בו.
במצודה גם שרידים לאתר יהודי קדום מתקופת המרד ברומאים",,,קלעת אבו-מען,,,,,,,,,,,,,
תל שרע,,,,,,Q578876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tel Sera,,תל שרע,,,,,,,,,,,,,
חורבת רוגם,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,חורבת רוגם,,,,,,,,,,,,,
חורבת חשיף,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,חורבת חשיף,,,,,,,,,,,,,
Kamares Aqueduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Αρχαιολογικά ερείπια υδραγωγείου,,,,,,,,
חורבת פטום,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,חורבת פטום,,,,,,,,,,,,,
חורבת עדולם,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,חורבת עדולם,,,,,,,,,,,,,
חורבת סבע,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,חורבת סבע,Khirbat Sab,,,,,,,,,,,,
חורבת אום אל בצל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,חורבת אום אל בצל,Khirbat Umm el Basal,,,,,,,,,,,,
חורבת אם טונס,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,חורבת אם טונס,Khirbat Umm Tunis,,,,,,,,,,,,
חורבת קובי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,חורבת קובי,Horvat Kobi,,,,,,,,,,,,
חורבת וואלג'ה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,חורבת וואלג'ה,,,,,,,,,,,,,
חורבת קייאפה,,,,,he:חורבת קייאפה,Q910323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מבצר האלה,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/2/2c/Israel_Hiking_Map_%D7%97%D7%99%D7%A8%D7%91%D7%AA_%D7%A7%D7%90%D7%99%D7%99%D7%A4%D7%94_1.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/a/a0/Israel_Hiking_Map_%D7%97%D7%99%D7%A8%D7%91%D7%AA_%D7%A7%D7%90%D7%99%D7%99%D7%A4%D7%94_2.jpeg,https://upload.wikimedia.org/wikipedia/commons/7/70/Israel_Hiking_Map_%D7%97%D7%99%D7%A8%D7%91%D7%AA_%D7%A7%D7%90%D7%99%D7%99%D7%A4%D7%94.jpeg,,,Khirbet Qeiyafa,,חורבת קייאפה,Hirbat Qaiyafa,,,,,מבצר האלה,,,,,,,
Kerar Kalesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gerar Kalesi,,,,,,,
Aetokremnos,,,,,en:Aetokremnos,Q1752701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kral Tepe / Vassili Hill Bronze age site,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Telandros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.megalithic.co.uk/article.php?sid=31788,,,,,,,,,,,,,,,,,,,,,,Telandrus,,,,,,,
Kyaneai,,,,,tr:Kyaneai,Q1762663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Κυανέαι,Cyaneae;Cyane,,,,,,,
Korba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adada,,,,,,Q346649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
תל איילון,,,,,he:תל איילון,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/0/00/Israel_Hiking_Map_%D7%AA%D7%9C_%D7%90%D7%99%D7%99%D7%9C%D7%95%D7%9F_1.jpeg,,,,,,,,,,,,,,,,,,,,,,278,,,,,https://upload.wikimedia.org/wikipedia/commons/7/72/Israel_Hiking_Map_%D7%AA%D7%9C_%D7%90%D7%99%D7%99%D7%9C%D7%95%D7%9F.jpeg,https://upload.wikimedia.org/wikipedia/commons/a/a2/Kanada-Latrin.png,"תל איילון הוא תל ארכאולוגי בגובה של 280 מטרים מעל פני הים, השוכן במזרחו של פארק קנדה, כ-1,200 מטרים דרומית-מערבית למבוא חורון.","תל איילון הוא תל ארכאולוגי בגובה של 280 מטרים מעל פני הים, השוכן במזרחו של פארק קנדה, כ-1,200 מטרים דרומית-מערבית למבוא חורון.",,,תל איילון,Tel Ayalon,,,,,,,,,,,,
Arsameia,,,,,en:Arsameia,Q704167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Արսամեա,,,,,Eski Kale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arsameia am Nymphaios,,,Arsameia on the Nymphaios,,,,,,,
Yavuzeli Dolmen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yalburt Hitit Havuzu,,,,,de:Yalburt,Q2599044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,locality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://proteus.brown.edu/yalburt/Home,,,,,,,,,,,,,,,,,Yalburt Hittite Pool,,Hethitische Teichanlage Yalburt,,,,,,,,,,
Djinn Blocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.mapillary.com/map/im/D2u6_SmBJPoYHsizGp0RdQ,,,,,,,,,,,,,,,,,,,,Bloques Djinn,,,,,,,,,,,,,,,,,,,https://d1cuyjsrcm0gby.cloudfront.net/D2u6_SmBJPoYHsizGp0RdQ/thumb-2048.jpg,,,,,,Djinn Blocks,,Geisterblöcke,,,,,,,,,,
חורבת חושם,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,peak,370,,,,,,,,,,,חורבת חושם,Husham mound,,,,,,,,,,,,
hitit kabartması,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hitit yazılı kaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
تل سحاكي الاثري,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tall Saḩākī, تل سحاكي, Tall Sahaki, تل سحاكي",,,,,,,,,,,,,,,tell,,,,,,,,,babylon,,,,,,,,,,,,,,,,,,,Tall Sahaki,تل سحاكي,,Tall Sahaki Archaeological,,Tall Sahaki,"Iraq , جمهورية العراق",,تل سحاكي,,,,,,,
تل الأبطخ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tall al Abţakh, تل الابطخ, Tall al Abtakh, تل الابطخ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تل الأبطخ,,,,,,,,Tall al Abtakh,تل الأبطخ,,Tall al Abtakh,,Tall al Abtakh,"Iraq , جمهورية العراق",,تل الأبطخ,,,,,,,
معبد الحضر,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Al Ḩaḑar, Mabad al Ḩaḑar, Mabad al Ḩaḑr, Temple of Hatra, Temple of Haţra, Al Hadar, Mabad al Hadar, Mabad al Hadr, Temple of Hatra, Temple of Hatra",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,معبد الحضر,,,,,,,,Al Hadar,معبد الحضر,,Al Hadar,,Al Hadar,,,معبد الحضر,,,,,,,
آثار الحضر,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Āthār al Ḩaḑar, Athar al Hadar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,آثار الحضر,,,,,,,,Athar al Hadar,آثار الحضر,,Athar al Hadar,,Athar al Hadar,,,آثار الحضر,,,,,,,
Ain Dara temple,,,,,en:Ain Dara temple,Q1807968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Świątynia w Ain Dara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Тахун-Андара,,,,,,,,,,,
Asar Tepe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Göçük Asari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בית המרחץ העתיק,,,,,he:בית המרחץ העתיק (נצרת),,,,,,,,,,,,,,,,,,,,,,,,,الناصرة,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.nazarethbathhouse.org/,,,,,,,,,,,,,,,الحمام القديم في الناصرة,בית המרחץ העתיק,The Ancient Bath House,,,,,,,,,,,,
Makronissos Tombs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hellenistic_greece,,,,,,,,,,Скельні гробниці Макронісос (Makronissos Tombs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Скальные гробницы Макронисос,,,,,,,,,,,
Ilica Kale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karacukur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sivaste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenetepe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gürçam Karatepe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gürçam Kale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Govan Asari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tasli Seke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kara Tepe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kestros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delice Kiln Site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iotape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halil Burnu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kale Tepe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frengez Kale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gökcebelen Kale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomak Asari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bikciki Kiln Site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hisar Asari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charadros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bronze Age Perfume factory archaeological site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מצד נקרות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/2/28/IHM_מצד_נקרות_2.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/f/f2/IHM_מצד_נקרות_3.jpeg,https://upload.wikimedia.org/wikipedia/commons/a/a7/IHM_מצד_נקרות_1.jpeg,https://upload.wikimedia.org/wikipedia/commons/e/eb/IHM_מצד_נקרות.jpeg,,,,,מצד נקרות,Nekarot bastion,,,,,,,,,,,,
Garden Tomb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Templo del Jardín,,,,,,,,,,,,,,,,,,,,,,,,,Garden Temple,,Gartentempel,,,,,,,,,,
Pepuza,,,,,en:Pepuza,Q1293474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pepouza,,Πέπουζα,,,,,,,,
Painted Room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bemalter Raum,,,,,,,,,,
Kaya Mezarlari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sirichi Pit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
خربة الذريح,,,,,en:Khirbet ed-Dharih,Q6401772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,settlement,,,,,,,,,nabatean,,,,,https://www.megalithic.co.uk/article.php?sid=27220,,,,,,,,,,,,,,,خربة الذريح,,Khirbet ed-Dharih,,,,,,,,,,,,
Atlit Yam,,,,,en:Atlit Yam,Q2896085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,הכפר הנאוליתי בעתלית-ים,Atlit Yam,,Atlit Yam,,,,,,,,,,
